event_key,Issue Time,issue_count,first_issue,last_issue,Valid From,Valid To,warning_type,warning_text,location,warning_colour
2022-08-12 09:38:59+00:00_2022-08-15 05:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-08-12 09:38:59+00:00,1,2022-08-12 09:38:59+00:00,2022-08-12 09:38:59+00:00,2022-08-12 09:38:59+00:00,2022-08-15 05:00:00+00:00,Yellow High Temperature,"Very warm or hot on Friday, Saturday and Sunday with maximum temperatures generally of 27 to 30 degrees and locally higher. Warm overnight with minimum temperatures generally around 15 degrees in many areas. Temperatures may not be as high in coastal areas due to sea breezes, particularly in the northwest.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents",Ireland,Yellow
2022-08-12 13:05:04+00:00_2022-08-15 05:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-08-12 13:05:04+00:00,1,2022-08-12 13:05:04+00:00,2022-08-12 13:05:04+00:00,2022-08-12 13:05:04+00:00,2022-08-15 05:00:00+00:00,Yellow High Temperature,"Very warm or hot on Friday, Saturday and Sunday with maximum temperatures generally of 27 to 30 degrees and locally higher. Warm overnight with minimum temperatures generally around 15 degrees in many areas. Temperatures may not be as high in coastal areas due to sea breezes, particularly in the northwest.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents",Ireland,Yellow
2022-08-13 12:02:27+00:00_2022-08-15 02:00:00+00:00_Yellow Thunderstorm_Yellow_Ireland,2022-08-13 12:02:27+00:00,1,2022-08-13 12:02:27+00:00,2022-08-13 12:02:27+00:00,2022-08-13 12:02:27+00:00,2022-08-15 02:00:00+00:00,Yellow Thunderstorm,"While some places will stay dry, hit and miss thunderstorm activity along with hail and heavy downpours may lead to spot flooding and hazardous driving conditions.",Ireland,Yellow
2022-08-13 12:02:27+00:00_2022-08-15 05:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-08-13 12:02:27+00:00,1,2022-08-13 12:02:27+00:00,2022-08-13 12:02:27+00:00,2022-08-13 12:02:27+00:00,2022-08-15 05:00:00+00:00,Yellow High Temperature,"Very warm or hot on Friday, Saturday and Sunday with maximum temperatures generally of 27 to 30 degrees and locally higher. Warm overnight with minimum temperatures generally around 15 degrees in many areas. Temperatures may not be as high in coastal areas due to sea breezes, particularly in the northwest.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents",Ireland,Yellow
2022-08-13 13:16:19+00:00_2022-08-15 02:00:00+00:00_Yellow Thunderstorm_Yellow_Ireland,2022-08-13 13:16:19+00:00,1,2022-08-13 13:16:19+00:00,2022-08-13 13:16:19+00:00,2022-08-13 13:16:19+00:00,2022-08-15 02:00:00+00:00,Yellow Thunderstorm,"While some places will stay dry, hit and miss thunderstorm activity along with hail and heavy downpours may lead to spot flooding and hazardous driving conditions.",Ireland,Yellow
2022-08-13 13:16:19+00:00_2022-08-15 05:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-08-13 13:16:19+00:00,1,2022-08-13 13:16:19+00:00,2022-08-13 13:16:19+00:00,2022-08-13 13:16:19+00:00,2022-08-15 05:00:00+00:00,Yellow High Temperature,"Very warm or hot on Friday, Saturday and Sunday with maximum temperatures generally of 27 to 30 degrees and locally higher. Warm overnight with minimum temperatures generally around 15 degrees in many areas. Temperatures may not be as high in coastal areas due to sea breezes, particularly in the northwest.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents",Ireland,Yellow
2022-08-13 16:31:03+00:00_2022-08-15 02:00:00+00:00_Yellow Thunderstorm_Yellow_Ireland,2022-08-13 16:31:03+00:00,1,2022-08-13 16:31:03+00:00,2022-08-13 16:31:03+00:00,2022-08-13 16:31:03+00:00,2022-08-15 02:00:00+00:00,Yellow Thunderstorm,"While some places will stay dry, hit and miss thunderstorm activity along with hail and heavy downpours may lead to spot flooding and hazardous driving conditions.",Ireland,Yellow
2022-08-13 16:31:03+00:00_2022-08-15 05:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-08-13 16:31:03+00:00,1,2022-08-13 16:31:03+00:00,2022-08-13 16:31:03+00:00,2022-08-13 16:31:03+00:00,2022-08-15 05:00:00+00:00,Yellow High Temperature,"Very warm or hot on Friday, Saturday and Sunday with maximum temperatures generally of 27 to 30 degrees and locally higher. Warm overnight with minimum temperatures generally around 15 degrees in many areas. Temperatures may not be as high in coastal areas due to sea breezes, particularly in the northwest.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents",Ireland,Yellow
2022-08-14 04:11:19+00:00_2022-08-15 02:00:00+00:00_Yellow Thunderstorm_Yellow_Ireland,2022-08-14 04:11:19+00:00,1,2022-08-14 04:11:19+00:00,2022-08-14 04:11:19+00:00,2022-08-14 04:11:19+00:00,2022-08-15 02:00:00+00:00,Yellow Thunderstorm,"While some places will stay dry, hit and miss thunderstorm activity along with hail and heavy downpours may lead to spot flooding and hazardous driving conditions.",Ireland,Yellow
"2022-08-14 04:11:19+00:00_2022-08-15 05:00:00+00:00_Yellow High Temperature_Yellow_Leinster, Cavan, Monaghan, Munster, Galway, Roscommon",2022-08-14 04:11:19+00:00,1,2022-08-14 04:11:19+00:00,2022-08-14 04:11:19+00:00,2022-08-14 04:11:19+00:00,2022-08-15 05:00:00+00:00,Yellow High Temperature,"Continuing very warm or hot on Sunday with maximum temperatures generally of 27 to 30 degrees or locally higher. Warm overnight with minimum temperatures generally remaining above 15 degrees. Temperatures may not be as high in coastal areas due to sea breezes.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents","Leinster, Cavan, Monaghan, Munster, Galway, Roscommon",Yellow
"2022-08-14 10:15:45+00:00_2022-08-15 05:00:00+00:00_Yellow High Temperature_Yellow_Leinster, Cavan, Monaghan, Munster, Galway, Roscommon",2022-08-14 10:15:45+00:00,1,2022-08-14 10:15:45+00:00,2022-08-14 10:15:45+00:00,2022-08-14 10:15:45+00:00,2022-08-15 05:00:00+00:00,Yellow High Temperature,"Continuing very warm or hot on Sunday with maximum temperatures generally of 27 to 30 degrees or locally higher. Warm overnight with minimum temperatures generally remaining above 15 degrees. Temperatures may not be as high in coastal areas due to sea breezes.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents","Leinster, Cavan, Monaghan, Munster, Galway, Roscommon",Yellow
2022-08-14 10:15:45+00:00_2022-08-15 08:00:00+00:00_Orange Thunderstorm_Orange_Ireland,2022-08-14 10:15:45+00:00,1,2022-08-14 10:15:45+00:00,2022-08-14 10:15:45+00:00,2022-08-14 10:15:45+00:00,2022-08-15 08:00:00+00:00,Orange Thunderstorm,"Thunderstorm activity expected. Due to the sporadic nature of development, not all areas will be affected. Heavy downpours of rain and hail will occur in places. Flooding where heavy downpours occur. ",Ireland,Orange
"2022-08-14 10:15:45+00:00_2022-08-15 15:00:00+00:00_Orange Thunderstorm_Orange_Carlow, Kilkenny, Wexford, Wicklow, Munster",2022-08-14 10:15:45+00:00,1,2022-08-14 10:15:45+00:00,2022-08-14 10:15:45+00:00,2022-08-14 10:15:45+00:00,2022-08-15 15:00:00+00:00,Orange Thunderstorm,"Thunderstorm activity expected. Due to the sporadic nature of development, not all areas will be affected. Heavy downpours of rain and hail will occur in places. Flooding where heavy downpours occur. ","Carlow, Kilkenny, Wexford, Wicklow, Munster",Orange
2022-08-15 07:57:00+00:00_2022-08-15 08:00:00+00:00_Orange Thunderstorm_Orange_Ireland,2022-08-15 07:57:00+00:00,1,2022-08-15 07:57:00+00:00,2022-08-15 07:57:00+00:00,2022-08-15 07:57:00+00:00,2022-08-15 08:00:00+00:00,Orange Thunderstorm,"Thunderstorm activity expected. Due to the sporadic nature of development, not all areas will be affected. Heavy downpours of rain and hail will occur in places. Flooding where heavy downpours occur. ",Ireland,Orange
"2022-08-15 07:57:00+00:00_2022-08-15 21:00:00+00:00_Orange Thunderstorm_Orange_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow, Munster",2022-08-15 07:57:00+00:00,1,2022-08-15 07:57:00+00:00,2022-08-15 07:57:00+00:00,2022-08-15 07:57:00+00:00,2022-08-15 21:00:00+00:00,Orange Thunderstorm,"Thunderstorm activity expected. Due to the sporadic nature of development, not all areas will be affected. Heavy downpours of rain and hail will occur in places. Flooding where heavy downpours occur.","Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow, Munster",Orange
"2022-08-15 09:58:59+00:00_2022-08-15 21:00:00+00:00_Orange Thunderstorm_Orange_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow, Munster",2022-08-15 09:58:59+00:00,1,2022-08-15 09:58:59+00:00,2022-08-15 09:58:59+00:00,2022-08-15 09:58:59+00:00,2022-08-15 21:00:00+00:00,Orange Thunderstorm,"Thunderstorm activity expected. Due to the sporadic nature of development, not all areas will be affected. Heavy downpours of rain and hail will occur in places. Flooding where heavy downpours occur.","Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow, Munster",Orange
"2022-08-15 10:04:49+00:00_2022-08-15 21:00:00+00:00_Orange Thunderstorm_Orange_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow, Munster",2022-08-15 10:04:49+00:00,1,2022-08-15 10:04:49+00:00,2022-08-15 10:04:49+00:00,2022-08-15 10:04:49+00:00,2022-08-15 21:00:00+00:00,Orange Thunderstorm,"Thunderstorm activity expected. Due to the sporadic nature of development, not all areas will be affected. Heavy downpours of rain and hail will occur in places. Flooding where heavy downpours occur.","Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow, Munster",Orange
2022-09-02 07:39:23+00:00_2022-09-04 11:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-02 07:39:23+00:00,1,2022-09-02 07:39:23+00:00,2022-09-02 07:39:23+00:00,2022-09-02 07:39:23+00:00,2022-09-04 11:00:00+00:00,Yellow Rain,High rainfall amounts this weekend may cause disruption.,Ireland,Yellow
2022-09-02 10:35:29+00:00_2022-09-04 11:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-02 10:35:29+00:00,1,2022-09-02 10:35:29+00:00,2022-09-02 10:35:29+00:00,2022-09-02 10:35:29+00:00,2022-09-04 11:00:00+00:00,Yellow Rain,High rainfall amounts this weekend may cause disruption.,Ireland,Yellow
2022-09-02 18:59:25+00:00_2022-09-04 11:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-02 18:59:25+00:00,1,2022-09-02 18:59:25+00:00,2022-09-02 18:59:25+00:00,2022-09-02 18:59:25+00:00,2022-09-04 11:00:00+00:00,Yellow Rain,High rainfall amounts this weekend may cause disruption.,Ireland,Yellow
2022-09-03 03:36:13+00:00_2022-09-04 11:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 03:36:13+00:00,1,2022-09-03 03:36:13+00:00,2022-09-03 03:36:13+00:00,2022-09-03 03:36:13+00:00,2022-09-04 11:00:00+00:00,Yellow Rain,High rainfall amounts this weekend may cause disruption.,Ireland,Yellow
2022-09-03 06:17:41+00:00_2022-09-04 11:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 06:17:41+00:00,1,2022-09-03 06:17:41+00:00,2022-09-03 06:17:41+00:00,2022-09-03 06:17:41+00:00,2022-09-04 11:00:00+00:00,Yellow Rain,High rainfall amounts this weekend may cause disruption.,Ireland,Yellow
2022-09-03 09:50:20+00:00_2022-09-04 09:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 09:50:20+00:00,1,2022-09-03 09:50:20+00:00,2022-09-03 09:50:20+00:00,2022-09-03 09:50:20+00:00,2022-09-04 09:00:00+00:00,Yellow Rain,"Heavy rain will move northwards across much of the country tonight, clearing from the north and northwest on Sunday morning.
Some torrential downpours are expected in parts, resulting in surface flooding. There is also the potential for thunderstorm activity and lightning strikes.",Ireland,Yellow
"2022-09-03 10:36:49+00:00_2022-09-04 07:00:00+00:00_Orange Rain_Orange_Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",2022-09-03 10:36:49+00:00,1,2022-09-03 10:36:49+00:00,2022-09-03 10:36:49+00:00,2022-09-03 10:36:49+00:00,2022-09-04 07:00:00+00:00,Orange Rain,"Local intense rainfall (50mm), and squalls likely. 
See yellow warnings also.","Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",Orange
2022-09-03 10:36:49+00:00_2022-09-04 09:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 10:36:49+00:00,1,2022-09-03 10:36:49+00:00,2022-09-03 10:36:49+00:00,2022-09-03 10:36:49+00:00,2022-09-04 09:00:00+00:00,Yellow Rain,"Heavy rain will move northwards across much of the country tonight, clearing from the north and northwest on Sunday morning.
Some torrential downpours are expected in parts, resulting in surface flooding. There is also the potential for thunderstorm activity and lightning strikes.",Ireland,Yellow
"2022-09-03 11:30:04+00:00_2022-09-04 07:00:00+00:00_Orange Rain_Orange_Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",2022-09-03 11:30:04+00:00,1,2022-09-03 11:30:04+00:00,2022-09-03 11:30:04+00:00,2022-09-03 11:30:04+00:00,2022-09-04 07:00:00+00:00,Orange Rain,"Local intense rainfall (50mm), and squalls likely. 
See yellow warnings also.","Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",Orange
2022-09-03 11:30:04+00:00_2022-09-04 09:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 11:30:04+00:00,1,2022-09-03 11:30:04+00:00,2022-09-03 11:30:04+00:00,2022-09-03 11:30:04+00:00,2022-09-04 09:00:00+00:00,Yellow Rain,"Heavy rain will move northwards across much of the country tonight, clearing from the north and northwest on Sunday morning.
Some torrential downpours are expected in parts, resulting in surface flooding. There is also the potential for thunderstorm activity and lightning strikes.",Ireland,Yellow
"2022-09-03 16:08:27+00:00_2022-09-03 19:00:00+00:00_Yellow Rain_Yellow_Dublin, Louth, Meath, Monaghan",2022-09-03 16:08:27+00:00,1,2022-09-03 16:08:27+00:00,2022-09-03 16:08:27+00:00,2022-09-03 16:08:27+00:00,2022-09-03 19:00:00+00:00,Yellow Rain,Further falls of heavy rain this evening.,"Dublin, Louth, Meath, Monaghan",Yellow
"2022-09-03 16:08:27+00:00_2022-09-04 07:00:00+00:00_Orange Rain_Orange_Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",2022-09-03 16:08:27+00:00,1,2022-09-03 16:08:27+00:00,2022-09-03 16:08:27+00:00,2022-09-03 16:08:27+00:00,2022-09-04 07:00:00+00:00,Orange Rain,"Local intense rainfall (50mm), and squalls likely. 
See yellow warnings also.","Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",Orange
2022-09-03 16:08:27+00:00_2022-09-04 09:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 16:08:27+00:00,1,2022-09-03 16:08:27+00:00,2022-09-03 16:08:27+00:00,2022-09-03 16:08:27+00:00,2022-09-04 09:00:00+00:00,Yellow Rain,"Heavy rain will move northwards across much of the country tonight, clearing from the north and northwest on Sunday morning.
Some torrential downpours are expected in parts, resulting in surface flooding. There is also the potential for thunderstorm activity and lightning strikes.",Ireland,Yellow
"2022-09-03 16:20:36+00:00_2022-09-03 19:00:00+00:00_Yellow Rain_Yellow_Dublin, Louth, Meath, Monaghan",2022-09-03 16:20:36+00:00,1,2022-09-03 16:20:36+00:00,2022-09-03 16:20:36+00:00,2022-09-03 16:20:36+00:00,2022-09-03 19:00:00+00:00,Yellow Rain,Further falls of heavy rain this evening.,"Dublin, Louth, Meath, Monaghan",Yellow
"2022-09-03 16:20:36+00:00_2022-09-04 07:00:00+00:00_Orange Rain_Orange_Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",2022-09-03 16:20:36+00:00,1,2022-09-03 16:20:36+00:00,2022-09-03 16:20:36+00:00,2022-09-03 16:20:36+00:00,2022-09-04 07:00:00+00:00,Orange Rain,"Local intense rainfall (50mm), and squalls likely. 
See yellow warnings also.","Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",Orange
2022-09-03 16:20:36+00:00_2022-09-04 09:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 16:20:36+00:00,1,2022-09-03 16:20:36+00:00,2022-09-03 16:20:36+00:00,2022-09-03 16:20:36+00:00,2022-09-04 09:00:00+00:00,Yellow Rain,"Heavy rain will move northwards across much of the country tonight, clearing from the north and northwest on Sunday morning.
Some torrential downpours are expected in parts, resulting in surface flooding. There is also the potential for thunderstorm activity and lightning strikes.",Ireland,Yellow
"2022-09-03 16:28:38+00:00_2022-09-03 19:00:00+00:00_Yellow Rain_Yellow_Dublin, Louth, Meath, Monaghan",2022-09-03 16:28:38+00:00,1,2022-09-03 16:28:38+00:00,2022-09-03 16:28:38+00:00,2022-09-03 16:28:38+00:00,2022-09-03 19:00:00+00:00,Yellow Rain,Further falls of heavy rain this evening.,"Dublin, Louth, Meath, Monaghan",Yellow
"2022-09-03 16:28:38+00:00_2022-09-04 07:00:00+00:00_Orange Rain_Orange_Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",2022-09-03 16:28:38+00:00,1,2022-09-03 16:28:38+00:00,2022-09-03 16:28:38+00:00,2022-09-03 16:28:38+00:00,2022-09-04 07:00:00+00:00,Orange Rain,"Local intense rainfall (50mm), and squalls likely. 
See yellow warnings also.","Carlow, Kildare, Kilkenny, Laois, Longford, Offaly, Westmeath, Cavan, Donegal, Leitrim, Roscommon, Sligo, Waterford",Orange
2022-09-03 16:28:38+00:00_2022-09-04 09:00:00+00:00_Yellow Rain_Yellow_Ireland,2022-09-03 16:28:38+00:00,1,2022-09-03 16:28:38+00:00,2022-09-03 16:28:38+00:00,2022-09-03 16:28:38+00:00,2022-09-04 09:00:00+00:00,Yellow Rain,"Heavy rain will move northwards across much of the country tonight, clearing from the north and northwest on Sunday morning.
Some torrential downpours are expected in parts, resulting in surface flooding. There is also the potential for thunderstorm activity and lightning strikes.",Ireland,Yellow
